FIPS,COUNTY,STABVR,STATE,RPSYCH
"38057",Mercer County,ND,North Dakota,"0"
"36067",Onondaga County,NY,New York,"1"
"47027",Clay County,TN,Tennessee,"0"
"34005",Burlington County,NJ,New Jersey,"1"
"19193",Woodbury County,IA,Iowa,"0"
"37131",Northampton County,NC,North Carolina,"0"
"37009",Ashe County,NC,North Carolina,"0"
"42009",Bedford County,PA,Pennsylvania,"0"
"42127",Wayne County,PA,Pennsylvania,"1"
"42027",Centre County,PA,Pennsylvania,"0"
"45087",Union County,SC,South Carolina,"0"
"47185",White County,TN,Tennessee,"0"
"47049",Fentress County,TN,Tennessee,"0"
"48433",Stonewall County,TX,Texas,"0"
"48201",Harris County,TX,Texas,"2"
"48389",Reeves County,TX,Texas,"0"
"48419",Shelby County,TX,Texas,"0"
"49025",Kane County,UT,Utah,"0"
"21055",Crittenden County,KY,Kentucky,"0"
"48071",Chambers County,TX,Texas,"0"
"51119",Middlesex County,VA,Virginia,"0"
"26021",Berrien County,MI,Michigan,"0"
"41025",Harney County,OR,Oregon,"0"
"29055",Crawford County,MO,Missouri,"0"
"42053",Forest County,PA,Pennsylvania,"0"
"47055",Giles County,TN,Tennessee,"0"
"47181",Wayne County,TN,Tennessee,"0"
"48043",Brewster County,TX,Texas,"0"
"06037",Los Angeles County,CA,California,"13"
"13137",Habersham County,GA,Georgia,"0"
"13033",Burke County,GA,Georgia,"0"
"06009",Calaveras County,CA,California,"0"
"21011",Bath County,KY,Kentucky,"0"
"25001",Barnstable County,MA,Massachusetts,"0"
"29019",Boone County,MO,Missouri,"1"
"36097",Schuyler County,NY,New York,"0"
"40131",Rogers County,OK,Oklahoma,"0"
"45031",Darlington County,SC,South Carolina,"0"
"51061",Fauquier County,VA,Virginia,"1"
"54039",Kanawha County,WV,West Virginia,"0"
"08019",Clear Creek County,CO,Colorado,"0"
"20055",Finney County,KS,Kansas,"0"
"16013",Blaine County,ID,Idaho,"0"
"18165",Vermillion County,IN,Indiana,"0"
"35006",Cibola County,NM,New Mexico,"0"
"35035",Otero County,NM,New Mexico,"0"
"17103",Lee County,IL,Illinois,"0"
"13039",Camden County,GA,Georgia,"0"
"18163",Vanderburgh County,IN,Indiana,"0"
"22057",Lafourche Parish,LA,Louisiana,"0"
"48005",Angelina County,TX,Texas,"0"
"25023",Plymouth County,MA,Massachusetts,"3"
"45053",Jasper County,SC,South Carolina,"0"
"46067",Hutchinson County,SD,South Dakota,"0"
"28037",Franklin County,MS,Mississippi,"0"
"29131",Miller County,MO,Missouri,"0"
"01023",Choctaw County,AL,Alabama,"0"
"05015",Carroll County,AR,Arkansas,"0"
"12095",Orange County,FL,Florida,"1"
"12131",Walton County,FL,Florida,"0"
"13007",Baker County,GA,Georgia,"0"
"13095",Dougherty County,GA,Georgia,"0"
"13235",Pulaski County,GA,Georgia,"0"
"38085",Sioux County,ND,North Dakota,"0"
"21051",Clay County,KY,Kentucky,"0"
"51036",Charles City County,VA,Virginia,"0"
"16039",Elmore County,ID,Idaho,"0"
"28045",Hancock County,MS,Mississippi,"0"
"29031",Cape Girardeau County,MO,Missouri,"0"
"31145",Red Willow County,NE,Nebraska,"0"
"35023",Hidalgo County,NM,New Mexico,"0"
"36045",Jefferson County,NY,New York,"0"
"47029",Cocke County,TN,Tennessee,"0"
"42021",Cambria County,PA,Pennsylvania,"0"
"45021",Cherokee County,SC,South Carolina,"0"
"47063",Hamblen County,TN,Tennessee,"0"
"47163",Sullivan County,TN,Tennessee,"0"
"53061",Snohomish County,WA,Washington,"1"
"15001",Hawaii County,HI,Hawaii,"0"
"47033",Crockett County,TN,Tennessee,"0"
"25005",Bristol County,MA,Massachusetts,"2"
"16051",Jefferson County,ID,Idaho,"0"
"13321",Worth County,GA,Georgia,"0"
"17093",Kendall County,IL,Illinois,"0"
"18089",Lake County,IN,Indiana,"1"
"29135",Moniteau County,MO,Missouri,"0"
"36105",Sullivan County,NY,New York,"0"
"37189",Watauga County,NC,North Carolina,"0"
"48057",Calhoun County,TX,Texas,"0"
"01013",Butler County,AL,Alabama,"0"
"13167",Johnson County,GA,Georgia,"0"
"53077",Yakima County,WA,Washington,"0"
"49009",Daggett County,UT,Utah,"0"
"31037",Colfax County,NE,Nebraska,"0"
"51011",Appomattox County,VA,Virginia,"1"
"53011",Clark County,WA,Washington,"2"
"47161",Stewart County,TN,Tennessee,"0"
"48035",Bosque County,TX,Texas,"0"
"28157",Wilkinson County,MS,Mississippi,"0"
"28011",Bolivar County,MS,Mississippi,"0"
"28021",Claiborne County,MS,Mississippi,"0"
"54063",Monroe County,WV,West Virginia,"0"
"42095",Northampton County,PA,Pennsylvania,"1"
"33001",Belknap County,NH,New Hampshire,"0"
"06003",Alpine County,CA,California,"0"
"39021",Champaign County,OH,Ohio,"0"
"05019",Clark County,AR,Arkansas,"0"
"42099",Perry County,PA,Pennsylvania,"0"
"13057",Cherokee County,GA,Georgia,"0"
"18027",Daviess County,IN,Indiana,"0"
"21209",Scott County,KY,Kentucky,"1"
"21217",Taylor County,KY,Kentucky,"0"
"22041",Franklin Parish,LA,Louisiana,"0"
"28019",Choctaw County,MS,Mississippi,"0"
"31047",Dawson County,NE,Nebraska,"0"
"36099",Seneca County,NY,New York,"0"
"51093",Isle of Wight County,VA,Virginia,"0"
"44005",Newport County,RI,Rhode Island,"0"
"45089",Williamsburg County,SC,South Carolina,"0"
"36013",Chautauqua County,NY,New York,"0"
"46117",Stanley County,SD,South Dakota,"0"
"28085",Lincoln County,MS,Mississippi,"0"
"53041",Lewis County,WA,Washington,"0"
"54067",Nicholas County,WV,West Virginia,"0"
"55137",Waushara County,WI,Wisconsin,"0"
"54109",Wyoming County,WV,West Virginia,"0"
"48139",Ellis County,TX,Texas,"0"
"05039",Dallas County,AR,Arkansas,"0"
"37111",McDowell County,NC,North Carolina,"0"
"36059",Nassau County,NY,New York,"3"
"51179",Stafford County,VA,Virginia,"0"
"39089",Licking County,OH,Ohio,"0"
"38073",Ransom County,ND,North Dakota,"0"
"37045",Cleveland County,NC,North Carolina,"0"
"36051",Livingston County,NY,New York,"0"
"41003",Benton County,OR,Oregon,"0"
"47005",Benton County,TN,Tennessee,"0"
"48313",Madison County,TX,Texas,"0"
"48083",Coleman County,TX,Texas,"0"
"51125",Nelson County,VA,Virginia,"0"
"56019",Johnson County,WY,Wyoming,"0"
"39155",Trumbull County,OH,Ohio,"0"
"13187",Lumpkin County,GA,Georgia,"0"
"17001",Adams County,IL,Illinois,"0"
"39011",Auglaize County,OH,Ohio,"0"
"39035",Cuyahoga County,OH,Ohio,"3"
"16073",Owyhee County,ID,Idaho,"0"
"34037",Sussex County,NJ,New Jersey,"1"
"28057",Itawamba County,MS,Mississippi,"0"
"06073",San Diego County,CA,California,"10"
"12073",Leon County,FL,Florida,"0"
"20119",Meade County,KS,Kansas,"0"
"21041",Carroll County,KY,Kentucky,"0"
"47145",Roane County,TN,Tennessee,"0"
"37069",Franklin County,NC,North Carolina,"1"
"47151",Scott County,TN,Tennessee,"0"
"19053",Decatur County,IA,Iowa,"0"
"47157",Shelby County,TN,Tennessee,"0"
"21131",Leslie County,KY,Kentucky,"0"
"48355",Nueces County,TX,Texas,"0"
"20205",Wilson County,KS,Kansas,"0"
"13019",Berrien County,GA,Georgia,"0"
"13305",Wayne County,GA,Georgia,"0"
"38055",McLean County,ND,North Dakota,"0"
"29083",Henry County,MO,Missouri,"0"
"46023",Charles Mix County,SD,South Dakota,"0"
"19133",Monona County,IA,Iowa,"0"
"13283",Treutlen County,GA,Georgia,"0"
"24035",Queen Anne's County,MD,Maryland,"2"
"48321",Matagorda County,TX,Texas,"0"
"23025",Somerset County,ME,Maine,"0"
"48273",Kleberg County,TX,Texas,"0"
"48141",El Paso County,TX,Texas,"0"
"21139",Livingston County,KY,Kentucky,"0"
"06077",San Joaquin County,CA,California,"0"
"37059",Davie County,NC,North Carolina,"1"
"39057",Greene County,OH,Ohio,"0"
"42041",Cumberland County,PA,Pennsylvania,"1"
"46041",Dewey County,SD,South Dakota,"0"
"06083",Santa Barbara County,CA,California,"1"
"06025",Imperial County,CA,California,"0"
"16057",Latah County,ID,Idaho,"0"
"16055",Kootenai County,ID,Idaho,"2"
"18051",Gibson County,IN,Indiana,"0"
"21219",Todd County,KY,Kentucky,"0"
"30027",Fergus County,MT,Montana,"0"
"06063",Plumas County,CA,California,"0"
"13109",Evans County,GA,Georgia,"0"
"17195",Whiteside County,IL,Illinois,"0"
"51027",Buchanan County,VA,Virginia,"0"
"55023",Crawford County,WI,Wisconsin,"1"
"01101",Montgomery County,AL,Alabama,"1"
"12055",Highlands County,FL,Florida,"0"
"48223",Hopkins County,TX,Texas,"0"
"48119",Delta County,TX,Texas,"0"
"51137",Orange County,VA,Virginia,"0"
"55021",Columbia County,WI,Wisconsin,"0"
"21171",Monroe County,KY,Kentucky,"0"
"13123",Gilmer County,GA,Georgia,"0"
"01077",Lauderdale County,AL,Alabama,"0"
"23031",York County,ME,Maine,"0"
"27049",Goodhue County,MN,Minnesota,"0"
"31057",Dundy County,NE,Nebraska,"0"
"40079",Le Flore County,OK,Oklahoma,"0"
"06033",Lake County,CA,California,"0"
"13269",Taylor County,GA,Georgia,"0"
"21113",Jessamine County,KY,Kentucky,"0"
"21063",Elliott County,KY,Kentucky,"0"
"17189",Washington County,IL,Illinois,"0"
"18125",Pike County,IN,Indiana,"0"
"21081",Grant County,KY,Kentucky,"0"
"21179",Nelson County,KY,Kentucky,"0"
"26113",Missaukee County,MI,Michigan,"0"
"28137",Tate County,MS,Mississippi,"0"
"38003",Barnes County,ND,North Dakota,"0"
"51109",Louisa County,VA,Virginia,"0"
"45071",Newberry County,SC,South Carolina,"0"
"05035",Crittenden County,AR,Arkansas,"0"
"10001",Kent County,DE,Delaware,"0"
"12047",Hamilton County,FL,Florida,"0"
"13073",Columbia County,GA,Georgia,"1"
"17153",Pulaski County,IL,Illinois,"0"
"45001",Abbeville County,SC,South Carolina,"0"
"50007",Chittenden County,VT,Vermont,"0"
"51107",Loudoun County,VA,Virginia,"1"
"53031",Jefferson County,WA,Washington,"0"
"23011",Kennebec County,ME,Maine,"0"
"28073",Lamar County,MS,Mississippi,"0"
"30043",Jefferson County,MT,Montana,"0"
"39027",Clinton County,OH,Ohio,"0"
"37191",Wayne County,NC,North Carolina,"2"
"42067",Juniata County,PA,Pennsylvania,"0"
"45063",Lexington County,SC,South Carolina,"0"
"47021",Cheatham County,TN,Tennessee,"0"
"48449",Titus County,TX,Texas,"0"
"48241",Jasper County,TX,Texas,"0"
"19155",Pottawattamie County,IA,Iowa,"0"
"24029",Kent County,MD,Maryland,"0"
"27173",Yellow Medicine County,MN,Minnesota,"0"
"29113",Lincoln County,MO,Missouri,"0"
"05063",Independence County,AR,Arkansas,"0"
"13209",Montgomery County,GA,Georgia,"0"
"18037",Dubois County,IN,Indiana,"0"
"18183",Whitley County,IN,Indiana,"0"
"21137",Lincoln County,KY,Kentucky,"0"
"48073",Cherokee County,TX,Texas,"0"
"48347",Nacogdoches County,TX,Texas,"0"
"51177",Spotsylvania County,VA,Virginia,"0"
"51173",Smyth County,VA,Virginia,"0"
"21197",Powell County,KY,Kentucky,"0"
"22047",Iberville Parish,LA,Louisiana,"0"
"56013",Fremont County,WY,Wyoming,"0"
"48471",Walker County,TX,Texas,"0"
"22081",Red River Parish,LA,Louisiana,"0"
"22123",West Carroll Parish,LA,Louisiana,"0"
"27061",Itasca County,MN,Minnesota,"0"
"29087",Holt County,MO,Missouri,"0"
"31015",Boyd County,NE,Nebraska,"0"
"36055",Monroe County,NY,New York,"1"
"42015",Bradford County,PA,Pennsylvania,"0"
"46011",Brookings County,SD,South Dakota,"0"
"22099",St. Martin Parish,LA,Louisiana,"1"
"27103",Nicollet County,MN,Minnesota,"0"
"29187",St. Francois County,MO,Missouri,"0"
"35019",Guadalupe County,NM,New Mexico,"0"
"51033",Caroline County,VA,Virginia,"0"
"46129",Walworth County,SD,South Dakota,"0"
"47077",Henderson County,TN,Tennessee,"0"
"48401",Rusk County,TX,Texas,"0"
"48333",Mills County,TX,Texas,"0"
"42125",Washington County,PA,Pennsylvania,"0"
"19077",Guthrie County,IA,Iowa,"0"
"08069",Larimer County,CO,Colorado,"1"
"12035",Flagler County,FL,Florida,"0"
"13099",Early County,GA,Georgia,"0"
"35033",Mora County,NM,New Mexico,"0"
"21157",Marshall County,KY,Kentucky,"0"
"16077",Power County,ID,Idaho,"0"
"29151",Osage County,MO,Missouri,"0"
"26065",Ingham County,MI,Michigan,"0"
"45039",Fairfield County,SC,South Carolina,"0"
"21205",Rowan County,KY,Kentucky,"0"
"53027",Grays Harbor County,WA,Washington,"0"
"54071",Pendleton County,WV,West Virginia,"0"
"55101",Racine County,WI,Wisconsin,"0"
"55037",Florence County,WI,Wisconsin,"0"
"01021",Chilton County,AL,Alabama,"0"
"51670",Hopewell city,VA,Virginia,"0"
"47133",Overton County,TN,Tennessee,"0"
"48239",Jackson County,TX,Texas,"0"
"13157",Jackson County,GA,Georgia,"0"
"21229",Washington County,KY,Kentucky,"0"
"39125",Paulding County,OH,Ohio,"0"
"19049",Dallas County,IA,Iowa,"0"
"01053",Escambia County,AL,Alabama,"0"
"19149",Plymouth County,IA,Iowa,"0"
"21003",Allen County,KY,Kentucky,"1"
"22119",Webster Parish,LA,Louisiana,"0"
"24011",Caroline County,MD,Maryland,"2"
"25013",Hampden County,MA,Massachusetts,"1"
"06013",Contra Costa County,CA,California,"0"
"17167",Sangamon County,IL,Illinois,"0"
"22031",De Soto Parish,LA,Louisiana,"0"
"16079",Shoshone County,ID,Idaho,"0"
"12119",Sumter County,FL,Florida,"0"
"13121",Fulton County,GA,Georgia,"2"
"17053",Ford County,IL,Illinois,"0"
"19121",Madison County,IA,Iowa,"0"
"21143",Lyon County,KY,Kentucky,"0"
"23001",Androscoggin County,ME,Maine,"0"
"28129",Smith County,MS,Mississippi,"0"
"31079",Hall County,NE,Nebraska,"0"
"31017",Brown County,NE,Nebraska,"0"
"38037",Grant County,ND,North Dakota,"0"
"12009",Brevard County,FL,Florida,"0"
"21019",Boyd County,KY,Kentucky,"0"
"21093",Hardin County,KY,Kentucky,"0"
"26101",Manistee County,MI,Michigan,"0"
"27011",Big Stone County,MN,Minnesota,"0"
"29189",St. Louis County,MO,Missouri,"0"
"29099",Jefferson County,MO,Missouri,"0"
"31025",Cass County,NE,Nebraska,"0"
"36115",Washington County,NY,New York,"0"
"45011",Barnwell County,SC,South Carolina,"0"
"47011",Bradley County,TN,Tennessee,"0"
"24015",Cecil County,MD,Maryland,"1"
"24023",Garrett County,MD,Maryland,"0"
"24025",Harford County,MD,Maryland,"1"
"47105",Loudon County,TN,Tennessee,"0"
"21091",Hancock County,KY,Kentucky,"0"
"37101",Johnston County,NC,North Carolina,"2"
"40153",Woodward County,OK,Oklahoma,"0"
"45079",Richland County,SC,South Carolina,"0"
"47039",Decatur County,TN,Tennessee,"0"
"51121",Montgomery County,VA,Virginia,"0"
"37019",Brunswick County,NC,North Carolina,"0"
"55061",Kewaunee County,WI,Wisconsin,"0"
"33005",Cheshire County,NH,New Hampshire,"0"
"37091",Hertford County,NC,North Carolina,"0"
"05033",Crawford County,AR,Arkansas,"0"
"46089",McPherson County,SD,South Dakota,"0"
"37037",Chatham County,NC,North Carolina,"2"
"49011",Davis County,UT,Utah,"0"
"48365",Panola County,TX,Texas,"0"
"48323",Maverick County,TX,Texas,"0"
"51650",Hampton city,VA,Virginia,"0"
"54053",Mason County,WV,West Virginia,"0"
"54029",Hancock County,WV,West Virginia,"0"
"05095",Monroe County,AR,Arkansas,"0"
"47119",Maury County,TN,Tennessee,"0"
"24043",Washington County,MD,Maryland,"1"
"19045",Clinton County,IA,Iowa,"0"
"47129",Morgan County,TN,Tennessee,"0"
"05133",Sevier County,AR,Arkansas,"0"
"21027",Breckinridge County,KY,Kentucky,"0"
"01019",Cherokee County,AL,Alabama,"0"
"47045",Dyer County,TN,Tennessee,"0"
"21189",Owsley County,KY,Kentucky,"0"
"47165",Sumner County,TN,Tennessee,"0"
"17031",Cook County,IL,Illinois,"11"
"17059",Gallatin County,IL,Illinois,"0"
"02066",Copper River Census Area,AK,Alaska,"0"
"22095",St. John the Baptist Parish,LA,Louisiana,"0"
"13155",Irwin County,GA,Georgia,"0"
"13129",Gordon County,GA,Georgia,"0"
"21109",Jackson County,KY,Kentucky,"0"
"22043",Grant Parish,LA,Louisiana,"0"
"09005",Litchfield County,CT,Connecticut,"0"
"01069",Houston County,AL,Alabama,"0"
"08063",Kit Carson County,CO,Colorado,"0"
"12071",Lee County,FL,Florida,"0"
"08014",Broomfield County,CO,Colorado,"0"
"08031",Denver County,CO,Colorado,"6"
"32033",White Pine County,NV,Nevada,"0"
"18001",Adams County,IN,Indiana,"0"
"47035",Cumberland County,TN,Tennessee,"0"
"32003",Clark County,NV,Nevada,"1"
"51005",Alleghany County,VA,Virginia,"0"
"51071",Giles County,VA,Virginia,"0"
"12023",Columbia County,FL,Florida,"1"
"54101",Webster County,WV,West Virginia,"0"
"30063",Missoula County,MT,Montana,"0"
"35039",Rio Arriba County,NM,New Mexico,"0"
"36033",Franklin County,NY,New York,"0"
"38033",Golden Valley County,ND,North Dakota,"0"
"40025",Cimarron County,OK,Oklahoma,"0"
"51095",James City County,VA,Virginia,"0"
"22067",Morehouse Parish,LA,Louisiana,"0"
"01091",Marengo County,AL,Alabama,"0"
"39105",Meigs County,OH,Ohio,"0"
"01065",Hale County,AL,Alabama,"0"
"32023",Nye County,NV,Nevada,"0"
"20103",Leavenworth County,KS,Kansas,"1"
"37049",Craven County,NC,North Carolina,"0"
"51017",Bath County,VA,Virginia,"0"
"54035",Jackson County,WV,West Virginia,"0"
"28161",Yalobusha County,MS,Mississippi,"0"
"39095",Lucas County,OH,Ohio,"0"
"53067",Thurston County,WA,Washington,"0"
"54025",Greenbrier County,WV,West Virginia,"0"
"56003",Big Horn County,WY,Wyoming,"0"
"01075",Lamar County,AL,Alabama,"0"
"39167",Washington County,OH,Ohio,"1"
"51045",Craig County,VA,Virginia,"0"
"54059",Mingo County,WV,West Virginia,"0"
"48181",Grayson County,TX,Texas,"0"
"34029",Ocean County,NJ,New Jersey,"2"
"22063",Livingston Parish,LA,Louisiana,"0"
"26007",Alpena County,MI,Michigan,"0"
"32009",Esmeralda County,NV,Nevada,"0"
"56043",Washakie County,WY,Wyoming,"0"
"53015",Cowlitz County,WA,Washington,"0"
"12017",Citrus County,FL,Florida,"0"
"12037",Franklin County,FL,Florida,"0"
"12059",Holmes County,FL,Florida,"0"
"12063",Jackson County,FL,Florida,"0"
"04013",Maricopa County,AZ,Arizona,"13"
"05145",White County,AR,Arkansas,"0"
"54065",Morgan County,WV,West Virginia,"0"
"54073",Pleasants County,WV,West Virginia,"0"
"01129",Washington County,AL,Alabama,"0"
"51171",Shenandoah County,VA,Virginia,"0"
"26163",Wayne County,MI,Michigan,"0"
"18015",Carroll County,IN,Indiana,"0"
"26147",St. Clair County,MI,Michigan,"0"
"19111",Lee County,IA,Iowa,"0"
"26047",Emmet County,MI,Michigan,"0"
"12103",Pinellas County,FL,Florida,"2"
"12113",Santa Rosa County,FL,Florida,"0"
"26149",St. Joseph County,MI,Michigan,"0"
"29037",Cass County,MO,Missouri,"0"
"29171",Putnam County,MO,Missouri,"0"
"34027",Morris County,NJ,New Jersey,"2"
"51740",Portsmouth city,VA,Virginia,"0"
"22087",St. Bernard Parish,LA,Louisiana,"0"
"40033",Cotton County,OK,Oklahoma,"0"
"08025",Crowley County,CO,Colorado,"0"
"28159",Winston County,MS,Mississippi,"0"
"29129",Mercer County,MO,Missouri,"0"
"54085",Ritchie County,WV,West Virginia,"0"
"51063",Floyd County,VA,Virginia,"0"
"30085",Roosevelt County,MT,Montana,"0"
"30091",Sheridan County,MT,Montana,"0"
"37185",Warren County,NC,North Carolina,"0"
"26115",Monroe County,MI,Michigan,"0"
"30005",Blaine County,MT,Montana,"0"
"34033",Salem County,NJ,New Jersey,"0"
"37113",Macon County,NC,North Carolina,"0"
"37173",Swain County,NC,North Carolina,"0"
"40067",Jefferson County,OK,Oklahoma,"0"
"08027",Custer County,CO,Colorado,"0"
"22073",Ouachita Parish,LA,Louisiana,"0"
"40075",Kiowa County,OK,Oklahoma,"0"
"48029",Bexar County,TX,Texas,"0"
"48187",Guadalupe County,TX,Texas,"0"
"48281",Lampasas County,TX,Texas,"0"
"49023",Juab County,UT,Utah,"0"
"15003",Honolulu County,HI,Hawaii,"3"
"38053",McKenzie County,ND,North Dakota,"0"
"32005",Douglas County,NV,Nevada,"0"
"18169",Wabash County,IN,Indiana,"0"
"19163",Scott County,IA,Iowa,"0"
"32007",Elko County,NV,Nevada,"0"
"40141",Tillman County,OK,Oklahoma,"0"
"42101",Philadelphia County,PA,Pennsylvania,"5"
"46031",Corson County,SD,South Dakota,"0"
"47013",Campbell County,TN,Tennessee,"0"
"55009",Brown County,WI,Wisconsin,"0"
"48411",San Saba County,TX,Texas,"0"
"22077",Pointe Coupee Parish,LA,Louisiana,"0"
"08055",Huerfano County,CO,Colorado,"0"
"34003",Bergen County,NJ,New Jersey,"6"
"49045",Tooele County,UT,Utah,"0"
"49047",Uintah County,UT,Utah,"0"
"51101",King William County,VA,Virginia,"1"
"53009",Clallam County,WA,Washington,"0"
"18033",DeKalb County,IN,Indiana,"0"
"55051",Iron County,WI,Wisconsin,"0"
"01063",Greene County,AL,Alabama,"0"
"01089",Madison County,AL,Alabama,"1"
"06109",Tuolumne County,CA,California,"0"
"18133",Putnam County,IN,Indiana,"0"
"54099",Wayne County,WV,West Virginia,"0"
"08059",Jefferson County,CO,Colorado,"4"
"12117",Seminole County,FL,Florida,"0"
"17137",Morgan County,IL,Illinois,"0"
"19033",Cerro Gordo County,IA,Iowa,"0"
"39141",Ross County,OH,Ohio,"0"
"48485",Wichita County,TX,Texas,"0"
"08065",Lake County,CO,Colorado,"0"
"22083",Richland Parish,LA,Louisiana,"0"
"26033",Chippewa County,MI,Michigan,"1"
"53019",Ferry County,WA,Washington,"0"
"12109",St. Johns County,FL,Florida,"2"
"53045",Mason County,WA,Washington,"0"
"13017",Ben Hill County,GA,Georgia,"0"
"06051",Mono County,CA,California,"0"
"33003",Carroll County,NH,New Hampshire,"0"
"51161",Roanoke County,VA,Virginia,"1"
"19115",Louisa County,IA,Iowa,"0"
"19173",Taylor County,IA,Iowa,"0"
"55077",Marquette County,WI,Wisconsin,"0"
"40087",McClain County,OK,Oklahoma,"0"
"35043",Sandoval County,NM,New Mexico,"0"
"34007",Camden County,NJ,New Jersey,"3"
"40027",Cleveland County,OK,Oklahoma,"0"
"45009",Bamberg County,SC,South Carolina,"0"
"51750",Radford city,VA,Virginia,"0"
"08093",Park County,CO,Colorado,"0"
"08109",Saguache County,CO,Colorado,"0"
"08035",Douglas County,CO,Colorado,"3"
"40083",Logan County,OK,Oklahoma,"0"
"29213",Taney County,MO,Missouri,"0"
"05007",Benton County,AR,Arkansas,"0"
"05143",Washington County,AR,Arkansas,"0"
"37043",Clay County,NC,North Carolina,"0"
"53065",Stevens County,WA,Washington,"0"
"53073",Whatcom County,WA,Washington,"0"
"50003",Bennington County,VT,Vermont,"0"
"55115",Shawano County,WI,Wisconsin,"0"
"06031",Kings County,CA,California,"0"
"16011",Bingham County,ID,Idaho,"0"
"31021",Burt County,NE,Nebraska,"0"
"30011",Carter County,MT,Montana,"0"
"30103",Treasure County,MT,Montana,"0"
"20157",Republic County,KS,Kansas,"0"
"09009",New Haven County,CT,Connecticut,"1"
"12045",Gulf County,FL,Florida,"0"
"13051",Chatham County,GA,Georgia,"1"
"16041",Franklin County,ID,Idaho,"0"
"45073",Oconee County,SC,South Carolina,"0"
"36039",Greene County,NY,New York,"0"
"48203",Harrison County,TX,Texas,"0"
"36043",Herkimer County,NY,New York,"0"
"13101",Echols County,GA,Georgia,"0"
"01093",Marion County,AL,Alabama,"0"
"54093",Tucker County,WV,West Virginia,"0"
"13071",Colquitt County,GA,Georgia,"0"
"54037",Jefferson County,WV,West Virginia,"0"
"30073",Pondera County,MT,Montana,"0"
"31173",Thurston County,NE,Nebraska,"0"
"27135",Roseau County,MN,Minnesota,"0"
"55003",Ashland County,WI,Wisconsin,"0"
"20201",Washington County,KS,Kansas,"0"
"22007",Assumption Parish,LA,Louisiana,"0"
"18147",Spencer County,IN,Indiana,"0"
"20005",Atchison County,KS,Kansas,"0"
"21185",Oldham County,KY,Kentucky,"2"
"22111",Union Parish,LA,Louisiana,"0"
"26001",Alcona County,MI,Michigan,"0"
"29011",Barton County,MO,Missouri,"1"
"36077",Otsego County,NY,New York,"0"
"48159",Franklin County,TX,Texas,"0"
"36041",Hamilton County,NY,New York,"0"
"05101",Newton County,AR,Arkansas,"0"
"48467",Van Zandt County,TX,Texas,"0"
"36091",Saratoga County,NY,New York,"1"
"48063",Camp County,TX,Texas,"0"
"40113",Osage County,OK,Oklahoma,"0"
"55029",Door County,WI,Wisconsin,"0"
"32013",Humboldt County,NV,Nevada,"0"
"48491",Williamson County,TX,Texas,"0"
"32019",Lyon County,NV,Nevada,"0"
"35061",Valencia County,NM,New Mexico,"0"
"06097",Sonoma County,CA,California,"3"
"55043",Grant County,WI,Wisconsin,"1"
"05115",Pope County,AR,Arkansas,"0"
"13197",Marion County,GA,Georgia,"0"
"22037",East Feliciana Parish,LA,Louisiana,"0"
"29005",Atchison County,MO,Missouri,"0"
"31083",Harlan County,NE,Nebraska,"1"
"37187",Washington County,NC,North Carolina,"0"
"40007",Beaver County,OK,Oklahoma,"0"
"45025",Chesterfield County,SC,South Carolina,"0"
"47137",Pickett County,TN,Tennessee,"0"
"40125",Pottawatomie County,OK,Oklahoma,"0"
"36001",Albany County,NY,New York,"3"
"22103",St. Tammany Parish,LA,Louisiana,"1"
"01095",Marshall County,AL,Alabama,"0"
"36093",Schenectady County,NY,New York,"0"
"51113",Madison County,VA,Virginia,"0"
"12125",Union County,FL,Florida,"1"
"30067",Park County,MT,Montana,"0"
"02090",Fairbanks North Star Borough,AK,Alaska,"0"
"51131",Northampton County,VA,Virginia,"0"
"19043",Clayton County,IA,Iowa,"0"
"51175",Southampton County,VA,Virginia,"0"
"36027",Dutchess County,NY,New York,"0"
"55121",Trempealeau County,WI,Wisconsin,"0"
"48007",Aransas County,TX,Texas,"0"
"50001",Addison County,VT,Vermont,"0"
"53003",Asotin County,WA,Washington,"0"
"54003",Berkeley County,WV,West Virginia,"1"
"51047",Culpeper County,VA,Virginia,"0"
"36017",Chenango County,NY,New York,"0"
"51157",Rappahannock County,VA,Virginia,"0"
"48477",Washington County,TX,Texas,"0"
"48287",Lee County,TX,Texas,"0"
"40091",McIntosh County,OK,Oklahoma,"0"
"40095",Marshall County,OK,Oklahoma,"0"
"26027",Cass County,MI,Michigan,"0"
"13263",Talbot County,GA,Georgia,"0"
"36103",Suffolk County,NY,New York,"5"
"20021",Cherokee County,KS,Kansas,"1"
"37047",Columbus County,NC,North Carolina,"0"
"06113",Yolo County,CA,California,"1"
"22051",Jefferson Parish,LA,Louisiana,"2"
"55123",Vernon County,WI,Wisconsin,"1"
"51700",Newport News city,VA,Virginia,"0"
"55075",Marinette County,WI,Wisconsin,"0"
"12067",Lafayette County,FL,Florida,"0"
"13317",Wilkes County,GA,Georgia,"0"
"20177",Shawnee County,KS,Kansas,"0"
"21097",Harrison County,KY,Kentucky,"0"
"22013",Bienville Parish,LA,Louisiana,"0"
"23019",Penobscot County,ME,Maine,"0"
"48185",Grimes County,TX,Texas,"0"
"48225",Houston County,TX,Texas,"0"
"40147",Washington County,OK,Oklahoma,"0"
"40061",Haskell County,OK,Oklahoma,"0"
"54009",Brooke County,WV,West Virginia,"1"
